B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,lai,LIDFa,q,N,CHL,LMA,Cw_rel,BROWN,psoil,EWT,CBC,PROT,ANT,CAR,tts,tto,psi,TypeLidf,alpha
0.019886695811122974,0.031309360949647494,0.01787412861333026,0.04678058283105619,0.2941966089100618,0.47888633902555494,0.5157159441572133,0.5352367070869588,0.23183591821158364,0.0844444295517965,6.112875341440006,49.83074149129971,0.21445581391453744,1.4007753211053626,86.69219264758453,0.005870948282961875,0.7199455710032465,0.260438568601369,0.21617412253008142,0.01509264905771769,0,0,0,21.673048161896133,20.9990788101498,3.6670963678932624,45.76343209225742,2,40
0.11839217347939664,0.15112840497331806,0.1611367151658174,0.20121599190954073,0.2545643877845249,0.27529112070592554,0.29168472283158736,0.3012941166843621,0.33327226513627006,0.27963109428258437,0.30590548581173405,62.07361582173782,0.3566982075572014,1.5857779247430506,28.510199498956997,0.008148576419288994,0.7788987443836652,0.1069390298857223,0.6338929799040248,0.028705924458936615,0,0,0,7.127549874739249,41.9722639735689,2.700923166512514,3.7203179043200123,2,40
0.025030505681124565,0.04806155615426291,0.029002782301519068,0.07140274012857024,0.26244890279296557,0.35378801227251644,0.369951413217009,0.378092518897489,0.1390556240979089,0.061956550025388635,3.089385234012018,65.91011095462065,0.39463532585650685,1.6473781899261835,58.40259112510748,0.009001210539958601,0.7964320981147311,0.1546659665236618,0.6455641121293259,0.035216028310553774,0,0,0,14.60064778127687,30.1290684951371,8.544196203796723,44.67148941983331,2,40
0.021729749596254254,0.04296753045071661,0.022941810095058076,0.06362975724391727,0.2875374962143739,0.4084586948409922,0.4210245076678866,0.4267977920973746,0.14796130010727898,0.05622209218591492,3.898587814883121,62.51701517734281,0.3627969161607325,1.6031103454214348,66.40060049320863,0.008434237746821368,0.779897082607205,0.09291113688856655,0.554538604888522,0.029885280443706086,0,0,0,16.600150123302157,18.8361536410922,3.318291395014453,36.69342816607188,2,40
0.02066417389339875,0.039874013271469146,0.01961091938365232,0.06193218977913468,0.263387152289491,0.36777550549239146,0.39812058917682536,0.41461974734895324,0.18348137658868846,0.06689901789864976,3.212804969422997,54.32007028561101,0.283096710499376,1.4862595318555942,59.642601248920535,0.00689422353211812,0.7447429722848609,0.36604454230592964,0.39891637411070024,0.020114723464678817,0,0,0,14.910650312230134,24.9255701287715,3.63893115265718,170.00736203983894,2,40
0.07389872388885656,0.1017770671253877,0.1119588154533064,0.15060549583060928,0.2432759099918594,0.2901117095171616,0.3186974826127484,0.33520614865425546,0.2824915661859331,0.21998615933596988,1.681626451725548,75.34493757849904,0.47386889886111017,1.76153572747313,43.74547985370143,0.010492025560851492,0.7440577408853517,0.544430889418289,0.8718014641725409,0.030501695433662476,0,0,0,10.936369963425358,18.4078500070543,5.39050032602613,196.9460371331483,2,40
0.01677840322374553,0.04384473633341333,0.012677742619221773,0.0683107872880603,0.30310252028575974,0.42785127726119937,0.4572324759586663,0.4726383586741591,0.16879303869256984,0.056747650020362236,6.534565992316817,55.94989656321097,0.2849171290174127,1.500800247096997,49.60337507743198,0.007166833651765812,0.750650639544519,0.23797927266293573,0.722535022317202,0.021575304040804627,0,0,0,12.400843769357994,66.1181529953442,3.5571073812271896,203.3582523947259,2,40
0.042332888713402704,0.06069657508011127,0.06171102515626304,0.09130254901961991,0.16367913952835483,0.1982184244028666,0.21890457353426737,0.23083564293971445,0.20725307632813728,0.1395537480708255,1.7160228847607073,77.29493572699155,0.4912905713543295,1.787184950012647,45.03404356865035,0.010830793286709644,0.6476617727574514,0.6153627729925928,0.44239284707488413,0.01990896882049355,0,0,0,11.258510892162587,28.8042627733149,8.91164410186803,40.4862272404912,2,40
0.01736734958465791,0.030640052368173458,0.015197851355983736,0.04510218971938727,0.29336174720947006,0.48897366115837393,0.5062235225957954,0.5137939443321847,0.17205427246489774,0.05570392093655634,8.055271141631126,56.972025224882735,0.2899988326244056,1.5131918546577663,85.26882380041175,0.007363848766911268,0.7402533805611534,0.09857556741753376,0.6127426694884048,0.020986274837469177,0,0,0,21.317205950102938,26.3500425296897,3.887383879440728,184.60959501893953,2,40
0.01889672234640295,0.0348791918734404,0.024299719811743486,0.05288404263114136,0.12064091640476345,0.14547739735225737,0.15688786566854523,0.1632618458155717,0.12268923568227069,0.06778716226118389,1.811857702842737,73.85339558244581,0.46161255491897457,1.7435780421795037,38.93841708754185,0.010255435294400324,0.74131518795269,0.35298056810549616,0.07646295311377327,0.029389085051559308,0,0,0,9.734604271885463,22.2380644744972,7.537426697096055,146.54170401300973,2,40
